id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
3b4a155b-554c-4e20-aa04-b75761972c39,59,TODO-CONTENT,TODO-CARD,todo-content 是 todo-card 中顯示的內容，兩者密切相關,7.0,10,['a6767e76d4e5bc6ba7c835c723b3b5e7a5045170bfa2d1237f52eb0136f182088317c7b928288da1af9518dc10f8d005418399360ef1012911e9d07e28631e38']
f10ccf5b-beb2-4d69-a4e9-e671447f291d,60,TODO CONTENT,TODO FORM,todo-content 和 todo-form 之間的關係是，todo-content 是用於顯示待辦事項內容的區域，而 todo-form 是用於輸入新待辦事項的表單。,7.0,8,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
49f92e39-341c-4563-b14c-dc72f905600d,61,CARD BUTTONS,TODO FORM,todo-form 和 card-buttons 之間的關係是，todo-form 包含用於提交和取消操作的按鈕，這些按鈕位於 card-buttons 區域。,6.0,9,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
9c72f191-d3f4-4726-ad1e-e9bf05d1dd8a,62,CARD BUTTONS,TODO CARD,todo-card 和 card-buttons 之間的關係是，todo-card 是顯示待辦事項的卡片，而 card-buttons 包含與該卡片相關的操作按鈕。,6.0,12,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
985d2b94-6c6c-4fa6-a01d-7abc1ad4ca54,63,EDIT MODE,SAVE,edit-mode 和 save 之間的關係是，edit-mode 控制編輯模式的顯示，而 save 按鈕在編輯模式下顯示以儲存更改。,8.0,9,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
917cff29-9ef5-4697-9502-beb2e6c60bae,64,EDIT MODE,CANCEL,edit-mode 和 cancel 之間的關係是，edit-mode 控制編輯模式的顯示，而 cancel 按鈕在編輯模式下顯示以取消更改。,8.0,9,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
443c2dfe-655f-4333-9757-56980c977f2e,65,FORM BUTTONS,CARD BUTTONS BUTTON,form-buttons 和 card-buttons button 之間的關係是，form-buttons 定義了表單按鈕的樣式，而 card-buttons button 定義了卡片按鈕的樣式，兩者共享相同的設計原則。,1.0,2,['f2707ebde367944271b5fe410e033346fa7aa07bf22370c525eab33d42918733bfabd2e502eb74d2d41768dce676b5ed489cdc17707c881ff5c32114a838f796']
0362c608-8bfa-40c0-bf45-ed30b75c80dd,66,JAVASCRIPT 模組,HTML 結構,JavaScript 模組透過 DOM API 操作 HTML 結構以控制網頁內容的顯示,8.0,4,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
1b6ce49c-5f79-4d54-bada-babbd02b7d54,67,JAVASCRIPT 模組,CSS 類別,JavaScript 模組依賴 CSS 類別來控制視覺狀態,7.0,3,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
38793de4-dd16-48ae-9f5a-161b7ec7adfe,68,TODOLIST,RENDERTODOS(),`renderTodos()` 函式依賴 `todoList` 陣列來重新繪製待辦事項,9.0,10,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
005f2157-992d-4796-9df5-e841eab8b850,69,TODOLIST,DATA-INDEX,`data-index` 屬性用於識別 `todoList` 中的特定資料項,1.0,8,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
013db8e5-43de-4251-a702-6da7c635653f,70,RENDERTODOS(),TODO-LIST,`renderTodos()` 函式清空 `.todo-list` 容器並重新填充待辦事項,8.0,7,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
4c448f40-b94e-4615-82cf-d6c3ccc3bf34,71,E.PREVENTDEFAULT(),TODOFORM,在表單提交時，`e.preventDefault()` 用於防止頁面刷新，讓 `todoForm` 可以無刷新更新,9.0,4,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
98be8c6f-39d5-4cd6-bb50-73f137e13c1f,72,TODOFORM,STYLE.DISPLAY,透過修改 `style.display` 屬性來切換 `todoForm` 的顯示狀態,6.0,4,['1368fc03d610d71f0a4ebe01b5cf8241f4e22c35a09baa58132436224f4cc44ccfc8538d6058eb4cdd3500e2063f8e87b0c54db161cfad7569fe611ec3c72fe9']
ce614ff8-4889-4542-a5da-f9b8e8a27a56,73,模式切換,狀態管理,狀態管理的過程中會涉及到模式切換，根據使用者的操作來切換顯示的模式,6.0,3,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
551929d6-8cf5-4e3c-9a60-852f75367105,74,模式切換,按鈕顯示控制,在模式切換時，按鈕顯示控制會根據當前模式切換編輯、儲存和取消按鈕的顯示狀態,5.0,4,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
4233352b-2fe7-4ca9-b35f-ecb5f635008f,75,資料更新,TODOLIST,資料更新的過程中會將新的標題和內容更新到 todoList 陣列中,7.0,8,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
7fd5914e-e9b0-4a0b-99f6-97e576720456,76,初始渲染,TODOLIST,初始渲染會使用預設的 todoList 資料來顯示待辦事項,6.0,8,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
4a3739c0-686c-44b1-a6f7-789d4dbb80e1,77,TODOLIST,RENDERTODOS,renderTodos 函數使用 todoList 陣列中的資料來動態生成待辦事項卡片並渲染到頁面上,8.0,9,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
bb9b95c0-0f40-4873-add6-27f359f7ff4b,78,RENDERTODOS,TODOFORM,todoForm 的提交事件被攔截以防止頁面刷新，並在儲存時呼叫 renderTodos 來更新顯示的待辦事項,7.0,5,['163da55de5b7990e1b4c750d0714072dda9561088dd6766b5828a29b6248c428976c734c0732d1edafca48f6f343e313070209dd0e788e7e10148802707ef4b6']
451ef777-2c5f-4bb6-9f87-6c1a1367f366,79,VIEW,EDIT,view 和 edit 是通過 card.querySelector 獲取的 DOM 元素，並在狀態管理中相互切換顯示。,7.0,5,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
1a31d9c6-e5d7-4ff5-a5b3-3d4a8c5f16b5,80,EDIT,TODO LIST,""".edit"" 按鈕的點擊事件會觸發編輯模式，並更新 todoList 中的相應項目。",6.0,17,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
6861d294-32a9-45b6-a2e1-408a62b2bf26,81,TODO LIST,RENDER TODOS,"TODO LIST 和 RENDER TODOS 是相關的實體，主要涉及待辦事項的管理和顯示。renderTodos 函數的主要功能是根據待辦事項陣列重新渲染待辦事項列表，確保用戶能夠看到最新的待辦事項狀態。這個函數使用的數據來源是 todoList，該數據來源包含了所有待辦事項的資訊。

待辦事項列表的顯示內容需要通過 renderTodos 函數來更新，這意味著每當待辦事項的狀態或內容發生變化時，必須重新調用這個函數以反映最新的變更。渲染待辦事項的函式不僅負責更新列表的顯示，還確保用戶界面保持最新，提供良好的使用體驗。

總結來說，TODO LIST 和 RENDER TODOS 之間的關係是密切的，renderTodos 函數作為一個關鍵的工具，負責從 todoList 中提取數據並更新待辦事項的顯示，從而使得用戶能夠有效地管理和查看他們的待辦事項。",30.0,15,"['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db'
 '3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90'
 '71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed'
 'e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']"
f7292fc7-c569-4a26-bf03-d38aa24c8667,82,TODO LIST,DELETE,""".delete"" 按鈕的點擊事件會從 todoList 中刪除相應的待辦事項。",6.0,14,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
ce472815-ca71-4a57-a5ec-86697c726898,83,TODO LIST,SAVE,""".save"" 按鈕的點擊事件會將編輯後的內容保存到 todoList 中。",7.0,16,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
d2d7e33d-0441-45f0-a08e-2772835061aa,84,TODO FORM,SUBMIT,todoForm 會在提交事件中觸發，並執行相關的待辦事項添加邏輯。,9.0,9,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
151947a6-9638-4ea5-b11b-678178e3c673,85,RENDER TODOS,CANCEL,""".cancel"" 按鈕的點擊事件會重新渲染待辦事項列表。",1.0,5,['2db1deb8c006563858d52216b0234f6fc1a5f276e7a4050cd1c206a765975c9a9ed62d82b2bb5b34d535e9d6b8b1f95aa54e584ff8aa328ee1305e32fa7ec1db']
ca0bc312-ca8d-4f8f-ba4c-75632868c20c,86,TODO LIST,APP,Todo List 是主應用程式的一部分，顯示待辦事項。,8.0,15,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
8c3cfd0c-cfa1-42be-b728-88bbecf218a2,87,TODO LIST,TODO FORM,待辦事項表單的輸入會更新待辦事項列表。,9.0,20,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
79c4aab6-47d5-4a9d-a0d9-153f7d1440d5,88,TODO FORM,APP,待辦事項表單是主應用程式的一部分，允許用戶添加新的待辦事項。,8.0,9,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
f8b326b4-8543-4e97-b476-05b826944fc1,89,TODO FORM,FLEX,Flex 屬性用於設計待辦事項表單的佈局。,7.0,10,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
0b256f77-0743-44d0-8c82-2240b07e1a15,90,TODO FORM,BACKGROUND,Background 屬性用於設置待辦事項表單的背景顏色。,1.0,8,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
098e5046-846d-4684-aedc-6cbc08520022,91,TODO CARD,BOX-SHADOW,Box-shadow 屬性用於為待辦事項卡片添加陰影效果。,6.0,11,['6080da6318db19acb1b01c7aa07287d2021f2deaee82707c9a061f6ebb463bc18786725b2733fee119626f91580bc12bfc1308beb8fcb3b87f9c9f260a2ea5d6']
0edbe3e6-cf53-4b43-9652-60011f19f47b,92,TODO-CARD,TODO-FORM,todo-card 是待辦事項表單的一部分，顯示每個待辦事項的樣式,7.0,15,['43f03a51c7f9a85ee9802c15a12a9fcdf1c1b9df6602468789ae95e2702de7007d2005e427a79dc096ec026a400c0929edb0e22819e51c562c81a476cb158f0a']
e7846ff4-bc57-400d-ba83-14929c7964d1,93,TODO-CARD,TODO-TITLE,todo-title 是待辦事項卡片中的一部分，顯示待辦事項的標題,7.0,10,['43f03a51c7f9a85ee9802c15a12a9fcdf1c1b9df6602468789ae95e2702de7007d2005e427a79dc096ec026a400c0929edb0e22819e51c562c81a476cb158f0a']
271292e8-0dc4-422c-ad64-454975686cfd,94,TODO-CARD,TODO-CONTENT,todo-content 是待辦事項卡片中的一部分，顯示待辦事項的內容,7.0,10,['43f03a51c7f9a85ee9802c15a12a9fcdf1c1b9df6602468789ae95e2702de7007d2005e427a79dc096ec026a400c0929edb0e22819e51c562c81a476cb158f0a']
ded205a6-cb39-47d8-b0c7-815c6462f36f,95,FORM,TODO-FORM,todo-form 是一個表單，包含用戶輸入的字段和按鈕,8.0,7,['43f03a51c7f9a85ee9802c15a12a9fcdf1c1b9df6602468789ae95e2702de7007d2005e427a79dc096ec026a400c0929edb0e22819e51c562c81a476cb158f0a']
dcb6c613-a308-4e33-8d8d-0b4f984b298a,96,CARD-BUTTONS,BUTTON,button 是卡片按鈕區域中的一部分，提供用戶操作的功能,1.0,3,['43f03a51c7f9a85ee9802c15a12a9fcdf1c1b9df6602468789ae95e2702de7007d2005e427a79dc096ec026a400c0929edb0e22819e51c562c81a476cb158f0a']
d31fa7e6-36a3-45f6-87f1-712564a85427,97,TODO FORM,TODO LIST,待辦事項表單用於新增待辦事項，並將其顯示在待辦事項列表中,8.0,20,['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90']
c3cf779b-e201-41bd-8d05-769e6ba8b41f,98,TODO CARD,EDIT BUTTON,待辦事項卡片（TODO CARD）包含編輯按鈕（EDIT BUTTON），允許用戶進入編輯模式。這個功能使得用戶能夠方便地修改待辦事項的內容，提升了使用者的操作體驗。編輯按鈕的設計旨在簡化用戶的互動過程，確保用戶能夠輕鬆地管理他們的待辦事項。,15.0,13,"['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90'
 '71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']"
0ed47238-1e99-45b9-a3ba-2e01c5ad8dd4,99,TODO CARD,SAVE BUTTON,待辦事項卡片（TODO CARD）是一種用於管理任務的工具，該卡片在編輯模式下包含一個儲存按鈕（SAVE BUTTON）。這個儲存按鈕的功能是允許用戶在編輯後保存所做的更改。用戶可以在待辦事項卡片上進行內容的編輯，並通過點擊儲存按鈕來確保其修改的內容被保存，從而有效地管理和更新他們的待辦事項。這樣的設計使得用戶在使用待辦事項卡片時，能夠方便地進行內容的調整和保存，提升了使用體驗和效率。,15.0,15,"['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90'
 '71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']"
323fa1a6-b367-4ca5-b1db-aaf234a95d12,100,TODO CARD,CANCEL BUTTON,待辦事項卡片（TODO CARD）是一種用於管理任務的工具，設計上旨在幫助用戶有效地編輯和組織他們的待辦事項。在編輯模式下，待辦事項卡片包含一個取消按鈕（CANCEL BUTTON），這個按鈕的功能是允許用戶隨時退出編輯模式，並放棄他們所做的更改。這樣的設計使得用戶在編輯過程中能夠靈活地選擇是否保存更改，從而提高了使用的便利性和靈活性。總體而言，待辦事項卡片的取消按鈕是其核心功能之一，旨在增強用戶體驗，讓用戶在管理任務時感到更加舒適和自信。,15.0,15,"['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90'
 '71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']"
5d5abefc-f709-4e16-b407-545c929d3a56,101,TODO CARD,DELETE BUTTON,待辦事項卡片（TODO CARD）包含刪除按鈕（DELETE BUTTON），允許用戶刪除該待辦事項。這個功能使得用戶能夠方便地管理他們的待辦事項，隨時刪除不再需要的項目。該刪除按鈕的設計旨在提升用戶體驗，確保用戶能夠輕鬆地維護他們的待辦事項列表。,9.0,11,"['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90'
 '71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']"
74efa69a-d1fa-45bf-8ec1-a9d072662c1f,102,TODO FORM ELEMENT,TITLE,待辦事項表單元素包含標題輸入欄位,6.0,3,['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90']
f0af9eaa-a1cf-42fb-a35f-03e95c88a7f6,103,TODO FORM ELEMENT,CONTENT,待辦事項表單元素包含內容輸入欄位,6.0,3,['3f1201cf8acd113a3f95f9bf1fcbcf52b2419e1fd24478ada6f84259ebab3a3cb73eb8cc9c82f34912dc92f1583450302cb793c06cdaaec6264eaa8aa2b51f90']
581a78fc-640f-42b3-8359-43aad60c0965,104,TODO CARD,EDIT MODE,待辦事項卡片可以切換到編輯模式，以便用戶編輯內容。,7.0,16,['71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']
467a1890-08b2-4a13-8d02-1795654364a2,105,TODO CARD,VIEW MODE,待辦事項卡片在檢視模式下顯示待辦事項的標題和內容。,7.0,12,['71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']
bcf05f5c-2d4c-4a18-8f6e-3177a5b33ead,106,INDEX,EVENT OBJECT,事件物件包含用於識別被點擊按鈕的索引值。,7.0,3,['71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']
202c15ef-dc5f-49af-ab1f-f4fe689250ce,107,EVENT OBJECT,TARGET,事件物件的目標屬性指向觸發事件的DOM元素。,1.0,3,['71c87aca16b762ffc4deee532606a3e3b7790db340892ec2eed4b5c78c34a6b2b65e6b5600664d3d7c6bbc518fa48bfeb6ab6b653826d10f97c7ff1ef1c903ed']
9f1ae513-7a38-4d60-a888-c4d759aec20c,108,TODO LIST,SAVE BUTTON,儲存按鈕的點擊會將編輯後的待辦事項資料保存到待辦事項陣列中。,8.0,18,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
46d04a93-d648-4c32-aeb8-9654775e5c01,109,TODO LIST,EDIT TITLE,edit-title選擇器用於獲取編輯後的標題並更新待辦事項陣列。,6.0,14,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
a2f3b002-0fce-4b2a-b1ef-803c666e2c8e,110,TODO LIST,EDIT CONTENT,edit-content選擇器用於獲取編輯後的內容並更新待辦事項陣列。,6.0,14,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
372ef542-e751-47fc-bf16-9cb6f4bf5475,111,EDIT MODE,EDIT BUTTON,編輯按鈕的點擊會切換到編輯模式，允許用戶編輯待辦事項。,8.0,9,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
d9c28d5d-e87a-4652-a292-f18787f8544a,112,VIEW MODE,CANCEL BUTTON,取消按鈕的點擊會恢復檢視模式，隱藏編輯模式。,7.0,7,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
671b5523-3610-4f15-8e11-8ec04eb06932,113,EDIT BUTTON,EVENT,事件觸發時，編輯按鈕的功能會被執行，切換到編輯模式。,8.0,6,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
2f61924c-63d3-461d-8d06-1c38015d51e7,114,SAVE BUTTON,EVENT,事件觸發時，儲存按鈕的功能會被執行，保存編輯的待辦事項。,8.0,8,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
cfd1954a-680e-467b-ae43-71a4e6af4a93,115,CANCEL BUTTON,EVENT,事件觸發時，取消按鈕的功能會被執行，恢復檢視模式。,1.0,8,['e1e6208d3632cc5fd3ef97e02ac9745cbbb1c71f2dfb02f96212ede72d356ba427fd7635d190d36b72723bc6004ff99d967abe2c19d1d7bd4ab9ea07c18c80f9']
